,total_area,url,beds,baths,garage,location,date,Price_,A,B,C,D,E,F,G
785,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-10-marla-lower-portion-for-rent-575228,2,2,1,E-11 Islamabad,March 2 2022,95000,E-11 ,10 Marla Lower Portion , Rent,10,Marla Lower Portion ,Marla,Lower Portion 
786,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-e-11-1-kanal-upper-portion-for-rent-563363,4,4,1,E-11 Islamabad,March 2 2022,175000,E-11 ,1 Kanal Upper Portion , Rent,1,Kanal Upper Portion ,Kanal,Upper Portion 
787,10 Marla House for Rent,https://www.graana.com/property/islamabad-e-11-10-marla-house-for-rent-564177,4,5,3,E-11 Islamabad,March 2 2022,160000,E-11 ,10 Marla House , Rent,10,Marla House ,Marla,House 
788,888 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-7-888-sqyd-house-for-rent-569412,5,5,2,F-7 Islamabad,March 2 2022,650000,F-7 ,888 Sqyd House , Rent,888,Sqyd House ,Sqyd,House 
789,735 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-b-17-735-sqft-apartment-for-rent-574665,2,2,0,B-17 Islamabad,March 2 2022,38000,B-17 ,735 Sqft Apartment , Rent,735,Sqft Apartment ,Sqft,Apartment 
790,725 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-b-17-725-sqft-apartment-for-rent-574661,2,2,0,B-17 Islamabad,March 2 2022,35000,B-17 ,725 Sqft Apartment , Rent,725,Sqft Apartment ,Sqft,Apartment 
791,9 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-bhara-kahu-9-marla-upper-portion-for-rent-466249,2,2,2,Bhara Kahu Islamabad,March 1 2022,32000,Bhara Kahu ,9 Marla Upper Portion , Rent,9,Marla Upper Portion ,Marla,Upper Portion 
792,8 Marla House for Rent,https://www.graana.com/property/islamabad-bhara-kahu-8-marla-house-for-rent-308187,4,4,1,Bhara Kahu Islamabad,March 1 2022,21000,Bhara Kahu ,8 Marla House , Rent,8,Marla House ,Marla,House 
793,10 Marla House for Rent,https://www.graana.com/property/islamabad-bhara-kahu-10-marla-house-for-rent-334119,4,4,1,Bhara Kahu Islamabad,March 1 2022,40000,Bhara Kahu ,10 Marla House , Rent,10,Marla House ,Marla,House 
794,14.5 Marla House for Rent,https://www.graana.com/property/islamabad-bhara-kahu-14.5-marla-house-for-rent-432351,4,5,1,Bhara Kahu Islamabad,March 1 2022,37000,Bhara Kahu ,14.5 Marla House , Rent,14.5,Marla House ,Marla,House 
795,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-9-14-marla-house-for-rent-574807,5,4,2,G-9 Islamabad,March 1 2022,200000,G-9 ,14 Marla House , Rent,14,Marla House ,Marla,House 
796,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-upper-portion-for-rent-574688,3,3,1,DHA Phase 2 Islamabad,March 1 2022,200000,DHA Phase 2 ,1 Kanal Upper Portion , Rent,1,Kanal Upper Portion ,Kanal,Upper Portion 
797,1 Kanal House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-574693,5,5,2,DHA Phase 2 Islamabad,March 1 2022,200000,DHA Phase 2 ,1 Kanal House , Rent,1,Kanal House ,Kanal,House 
798,1 Kanal House for Rent,https://www.graana.com/property/islamabad-f-7-1-kanal-house-for-rent-571892,6,6,1,F-7 Islamabad,March 1 2022,400000,F-7 ,1 Kanal House , Rent,1,Kanal House ,Kanal,House 
799,5 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-d-12-5-marla-lower-portion-for-rent-567192,2,2,1,D-12 Islamabad,March 1 2022,55000,D-12 ,5 Marla Lower Portion , Rent,5,Marla Lower Portion ,Marla,Lower Portion 
800,15 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-10-15-marla-upper-portion-for-rent-574903,3,3,1,G-10 Islamabad,March 1 2022,250000,G-10 ,15 Marla Upper Portion , Rent,15,Marla Upper Portion ,Marla,Upper Portion 
801,7 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-7-marla-house-for-rent-574556,4,4,1,G-13 Islamabad,March 1 2022,130000,G-13 ,7 Marla House , Rent,7,Marla House ,Marla,House 
802,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-10-marla-lower-portion-for-rent-574620,2,2,1,E-11 Islamabad,March 1 2022,95000,E-11 ,10 Marla Lower Portion , Rent,10,Marla Lower Portion ,Marla,Lower Portion 
803,1200 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-e-11-1200-sqft-apartment-for-rent-574636,2,2,1,E-11 Islamabad,March 1 2022,45000,E-11 ,1200 Sqft Apartment , Rent,1200,Sqft Apartment ,Sqft,Apartment 
804,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-14-marla-upper-portion-for-rent-521434,3,3,1,G-14/4 Islamabad,March 1 2022,70000,G-14/4 ,14 Marla Upper Portion , Rent,14,Marla Upper Portion ,Marla,Upper Portion 
805,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-14-marla-upper-portion-for-rent-521591,3,3,1,G-13/2 Islamabad,March 1 2022,90000,G-13/2 ,14 Marla Upper Portion , Rent,14,Marla Upper Portion ,Marla,Upper Portion 
806,14 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-13-2-14-marla-lower-portion-for-rent-521587,3,3,1,G-13/2 Islamabad,March 1 2022,90000,G-13/2 ,14 Marla Lower Portion , Rent,14,Marla Lower Portion ,Marla,Lower Portion 
807,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-14-4-14-marla-upper-portion-for-rent-521551,3,3,1,G-14/4 Islamabad,March 1 2022,70000,G-14/4 ,14 Marla Upper Portion , Rent,14,Marla Upper Portion ,Marla,Upper Portion 
808,7 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-1-7-marla-house-for-rent-521619,5,4,0,D-12/1 Islamabad,March 1 2022,90000,D-12/1 ,7 Marla House , Rent,7,Marla House ,Marla,House 
809,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-e-11-3-500-sqyd-house-for-rent-581739,6,6,1,E-11/3 Islamabad,March 11 2022,400000,E-11/3 ,500 Sqyd House , Rent,500,Sqyd House ,Sqyd,House 
810,6 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-e-11-3-6-marla-lower-portion-for-rent-521409,2,3,1,E-11/3 Islamabad,March 1 2022,60000,E-11/3 ,6 Marla Lower Portion , Rent,6,Marla Lower Portion ,Marla,Lower Portion 
811,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-g-10-4-10-marla-lower-portion-for-rent-522756,3,3,1,G-10/4 Islamabad,March 1 2022,100000,G-10/4 ,10 Marla Lower Portion , Rent,10,Marla Lower Portion ,Marla,Lower Portion 
812,1 Kanal House for Rent,https://www.graana.com/property/islamabad-pakistan-town-phase-2-1-kanal-house-for-rent-573641,8,8,0,Pakistan Town Phase 2 Islamabad,February 28 2022,250000,Pakistan Town Phase 2 ,1 Kanal House , Rent,1,Kanal House ,Kanal,House 
813,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-block-f-1-kanal-upper-portion-for-rent-573661,2,2,1,Soan Garden Block F Islamabad,February 28 2022,18000,Soan Garden Block F ,1 Kanal Upper Portion , Rent,1,Kanal Upper Portion ,Kanal,Upper Portion 
814,450 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-bahria-town-450-sqft-apartment-for-rent-572701,1,1,0,Bahria Town Islamabad,February 28 2022,25000,Bahria Town ,450 Sqft Apartment , Rent,450,Sqft Apartment ,Sqft,Apartment 
815,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-cbr-town-block-b-12-marla-upper-portion-for-rent-573272,3,3,0,CBR Town Block B Islamabad,February 28 2022,47000,CBR Town Block B ,12 Marla Upper Portion , Rent,12,Marla Upper Portion ,Marla,Upper Portion 
816,20 Marla House for Rent,https://www.graana.com/property/islamabad-dha-phase-2-20-marla-house-for-rent-572205,6,7,2,DHA Phase 2 Islamabad,February 28 2022,160000,DHA Phase 2 ,20 Marla House , Rent,20,Marla House ,Marla,House 
817,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-10-marla-upper-portion-for-rent-573287,3,3,1,F-11 Islamabad,February 28 2022,110000,F-11 ,10 Marla Upper Portion , Rent,10,Marla Upper Portion ,Marla,Upper Portion 
818,5 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-bani-gala-5-marla-lower-portion-for-rent-572934,2,1,1,Bani Gala Islamabad,February 28 2022,19000,Bani Gala ,5 Marla Lower Portion , Rent,5,Marla Lower Portion ,Marla,Lower Portion 
819,House for Rent,https://www.graana.com/property/islamabad-g-13-14-marla-house-for-rent-468436,3,3,1,G-13 Islamabad,February 28 2022,65000,G-13 ,House , Rent,House,,,
820,10 Marla House for Rent,https://www.graana.com/property/islamabad-g-13-2-10-marla-house-for-rent-467764,3,3,1,G-13/2 Islamabad,February 28 2022,60000,G-13/2 ,10 Marla House , Rent,10,Marla House ,Marla,House 
821,1 Kanal Upper Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-1-kanal-upper-portion-for-rent-571688,0,0,0,Soan Garden Islamabad,February 28 2022,50000,Soan Garden ,1 Kanal Upper Portion , Rent,1,Kanal Upper Portion ,Kanal,Upper Portion 
822,5 Marla Basement for Rent,https://www.graana.com/property/islamabad-d-12-5-marla-basement-for-rent-305252,3,3,1,D-12 Islamabad,February 28 2022,60000,D-12 ,5 Marla Basement , Rent,5,Marla Basement ,Marla,Basement 
823,4 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-d-12-4-marla-lower-portion-for-rent-315565,2,2,1,D-12 Islamabad,February 28 2022,29000,D-12 ,4 Marla Lower Portion , Rent,4,Marla Lower Portion ,Marla,Lower Portion 
824,12 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-korang-town-12-marla-upper-portion-for-rent-571684,3,3,0,Korang Town Islamabad,February 28 2022,50000,Korang Town ,12 Marla Upper Portion , Rent,12,Marla Upper Portion ,Marla,Upper Portion 
825,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-d-12-3-14-marla-upper-portion-for-rent-461996,3,4,1,D-12/3 Islamabad,February 28 2022,85000,D-12/3 ,14 Marla Upper Portion , Rent,14,Marla Upper Portion ,Marla,Upper Portion 
826,Lower Portion for Rent,https://www.graana.com/property/islamabad-d-12-1.2-kanal-lower-portion-for-rent-472329,3,4,2,D-12 Islamabad,February 28 2022,100000,D-12 ,Lower Portion , Rent,Lower,Portion ,Portion,
827,1 Kanal House for Rent,https://www.graana.com/property/islamabad-pwd-1-kanal-house-for-rent-571673,6,8,0,PWD Islamabad,February 28 2022,120000,PWD ,1 Kanal House , Rent,1,Kanal House ,Kanal,House 
828,5 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-2-5-marla-house-for-rent-305228,5,5,1,D-12/2 Islamabad,February 28 2022,150000,D-12/2 ,5 Marla House , Rent,5,Marla House ,Marla,House 
829,11 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-11-marla-house-for-rent-399924,4,5,1,D-12/4 Islamabad,February 28 2022,150000,D-12/4 ,11 Marla House , Rent,11,Marla House ,Marla,House 
830,4.5 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-4.5-marla-house-for-rent-433837,3,3,1,D-12/4 Islamabad,February 28 2022,60000,D-12/4 ,4.5 Marla House , Rent,4.5,Marla House ,Marla,House 
831,4 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-4-marla-house-for-rent-473040,3,3,1,D-12 Islamabad,February 28 2022,63000,D-12 ,4 Marla House , Rent,4,Marla House ,Marla,House 
832,8 Marla House for Rent,https://www.graana.com/property/islamabad-d-12-8-marla-house-for-rent-432013,5,5,1,D-12 Islamabad,February 28 2022,150000,D-12 ,8 Marla House , Rent,8,Marla House ,Marla,House 
833,14 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-g-9-3-14-marla-upper-portion-for-rent-415998,3,3,0,G-9/3 Islamabad,February 28 2022,85000,G-9/3 ,14 Marla Upper Portion , Rent,14,Marla Upper Portion ,Marla,Upper Portion 
834,14 Marla House for Rent,https://www.graana.com/property/islamabad-g-9-3-14-marla-house-for-rent-297244,4,4,1,G-9/3 Islamabad,February 28 2022,160000,G-9/3 ,14 Marla House , Rent,14,Marla House ,Marla,House 
835,House for Rent,https://www.graana.com/property/islamabad-g-9-10-marla-house-for-rent-311246,0,0,0,G-9 Islamabad,February 28 2022,110000,G-9 ,House , Rent,House,,,
836,House for Rent,https://www.graana.com/property/islamabad-g-9-10-marla-house-for-rent-326875,5,5,2,G-9 Islamabad,February 28 2022,120000,G-9 ,House , Rent,House,,,
837,House for Rent,https://www.graana.com/property/islamabad-g-9-3-12-marla-house-for-rent-374609,3,2,2,G-9/3 Islamabad,February 28 2022,75000,G-9/3 ,House , Rent,House,,,
838,House for Rent,https://www.graana.com/property/islamabad-g-9-3-6-marla-house-for-rent-466125,2,1,0,G-9/3 Islamabad,February 28 2022,35000,G-9/3 ,House , Rent,House,,,
839,6.6 Marla House for Rent,https://www.graana.com/property/islamabad-g-10-4-6.6-marla-house-for-rent-356457,3,3,1,G-10/4 Islamabad,February 28 2022,70000,G-10/4 ,6.6 Marla House , Rent,6.6,Marla House ,Marla,House 
840,5 Marla House for Rent,https://www.graana.com/property/islamabad-g-10-5-marla-house-for-rent-460169,4,4,2,G-10 Islamabad,February 28 2022,90000,G-10 ,5 Marla House , Rent,5,Marla House ,Marla,House 
841,10 Marla Basement for Rent,https://www.graana.com/property/islamabad-g-10-2-10-marla-basement-for-rent-461992,3,3,1,G-10/2 Islamabad,February 28 2022,70000,G-10/2 ,10 Marla Basement , Rent,10,Marla Basement ,Marla,Basement 
842,5 Marla House for Rent,https://www.graana.com/property/islamabad-g-10-4-5-marla-house-for-rent-461993,3,3,1,G-10/4 Islamabad,February 28 2022,90000,G-10/4 ,5 Marla House , Rent,5,Marla House ,Marla,House 
843,5 Marla House for Rent,https://www.graana.com/property/islamabad-g-10-1-5-marla-house-for-rent-461995,3,3,1,G-10/1 Islamabad,February 28 2022,85000,G-10/1 ,5 Marla House , Rent,5,Marla House ,Marla,House 
844,13 Marla House for Rent,https://www.graana.com/property/islamabad-g-10-13-marla-house-for-rent-283660,5,5,2,G-10 Islamabad,February 28 2022,160000,G-10 ,13 Marla House , Rent,13,Marla House ,Marla,House 
845,500 Sq. Yd. Upper Portion for Rent,https://www.graana.com/property/islamabad-f-10-2-500-sqyd-upper-portion-for-rent-562305,3,3,1,F-10/2 Islamabad,February 28 2022,110000,F-10/2 ,500 Sq. Yd. Upper Portion , Rent,500,Sq. Yd. Upper Portion ,Sq.,Yd. Upper Portion 
846,666 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-666-sqyd-upper-portion-for-rent-564118,3,3,1,F-11 Islamabad,February 28 2022,130000,F-11 ,666 Sqyd Upper Portion , Rent,666,Sqyd Upper Portion ,Sqyd,Upper Portion 
847,666 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-666-sqyd-upper-portion-for-rent-564126,5,5,2,F-11 Islamabad,February 28 2022,135000,F-11 ,666 Sqyd Upper Portion , Rent,666,Sqyd Upper Portion ,Sqyd,Upper Portion 
848,500 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-11-4-500-sqyd-upper-portion-for-rent-564134,3,3,1,F-11/4 Islamabad,February 28 2022,110000,F-11/4 ,500 Sqyd Upper Portion , Rent,500,Sqyd Upper Portion ,Sqyd,Upper Portion 
849,733 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-10-3-733-sqyd-upper-portion-for-rent-562306,4,4,4,F-10/3 Islamabad,February 28 2022,225000,F-10/3 ,733 Sqyd Upper Portion , Rent,733,Sqyd Upper Portion ,Sqyd,Upper Portion 
850,500 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-10-500-sqyd-house-for-rent-568157,4,4,1,F-10 Islamabad,February 28 2022,250000,F-10 ,500 Sqyd House , Rent,500,Sqyd House ,Sqyd,House 
851,10 Marla Basement for Rent,https://www.graana.com/property/islamabad-korang-town-10-marla-basement-for-rent-540549,2,2,0,Korang Town Islamabad,February 26 2022,30000,Korang Town ,10 Marla Basement , Rent,10,Marla Basement ,Marla,Basement 
852,12 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-pwd-housing-scheme-islamabad-12-marla-lower-portion-for-rent-430017,3,3,1,PWD Housing Scheme Islamabad Islamabad,February 26 2022,40000,PWD Housing Scheme ,12 Marla Lower Portion , Rent,12,Marla Lower Portion ,Marla,Lower Portion 
853,10 Marla Lower Portion for Rent,https://www.graana.com/property/islamabad-pwd-housing-scheme-islamabad-10-marla-lower-portion-for-rent-540512,2,2,0,PWD Housing Scheme Islamabad Islamabad,February 26 2022,35000,PWD Housing Scheme ,10 Marla Lower Portion , Rent,10,Marla Lower Portion ,Marla,Lower Portion 
854,1000 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-gulberg-greens-1000-sqft-apartment-for-rent-497155,3,3,1,Gulberg Greens Islamabad,February 26 2022,45000,Gulberg Greens ,1000 Sqft Apartment , Rent,1000,Sqft Apartment ,Sqft,Apartment 
855,10 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-soan-garden-10-marla-upper-portion-for-rent-565286,3,3,1,Soan Garden Islamabad,February 26 2022,40000,Soan Garden ,10 Marla Upper Portion , Rent,10,Marla Upper Portion ,Marla,Upper Portion 
856,1 Kanal Lower Portion for Rent,https://www.graana.com/property/islamabad-pwd-housing-scheme-islamabad-1-kanal-lower-portion-for-rent-565289,4,3,1,PWD Housing Scheme Islamabad Islamabad,February 26 2022,60000,PWD Housing Scheme ,1 Kanal Lower Portion , Rent,1,Kanal Lower Portion ,Kanal,Lower Portion 
857,7 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-faisal-town-f-18-7-marla-upper-portion-for-rent-571186,2,2,0,Faisal Town F-18  Islamabad,February 25 2022,38000,Faisal Town F-18  ,7 Marla Upper Portion , Rent,7,Marla Upper Portion ,Marla,Upper Portion 
858,7 Marla House for Rent,https://www.graana.com/property/islamabad-faisal-town-f-18-7-marla-house-for-rent-571163,2,2,0,Faisal Town F-18  Islamabad,February 25 2022,38000,Faisal Town F-18  ,7 Marla House , Rent,7,Marla House ,Marla,House 
859,1000 Sqyd Lower Portion for Rent,https://www.graana.com/property/islamabad-e-7-1000-sqyd-lower-portion-for-rent-535102,2,2,2,E-7 Islamabad,February 25 2022,175000,E-7 ,1000 Sqyd Lower Portion , Rent,1000,Sqyd Lower Portion ,Sqyd,Lower Portion 
860,500 Sqyd Lower Portion for Rent,https://www.graana.com/property/islamabad-f-7-500-sqyd-lower-portion-for-rent-564402,2,2,1,F-7 Islamabad,February 25 2022,250000,F-7 ,500 Sqyd Lower Portion , Rent,500,Sqyd Lower Portion ,Sqyd,Lower Portion 
861,400 Sqyd Upper Portion for Rent,https://www.graana.com/property/islamabad-f-6-400-sqyd-upper-portion-for-rent-564405,2,2,1,F-6 Islamabad,February 25 2022,90000,F-6 ,400 Sqyd Upper Portion , Rent,400,Sqyd Upper Portion ,Sqyd,Upper Portion 
862,666 Sqyd House for Rent,https://www.graana.com/property/islamabad-f-8-666-sqyd-house-for-rent-564406,7,7,3,F-8 Islamabad,February 25 2022,750000,F-8 ,666 Sqyd House , Rent,666,Sqyd House ,Sqyd,House 
863,5 Marla Upper Portion for Rent,https://www.graana.com/property/islamabad-h-13-5-marla-upper-portion-for-rent-570737,2,2,1,H-13 Islamabad,February 25 2022,25000,H-13 ,5 Marla Upper Portion , Rent,5,Marla Upper Portion ,Marla,Upper Portion 
864,1800 Sqft Apartment for Rent,https://www.graana.com/property/islamabad-f-10-1800-sqft-apartment-for-rent-570786,2,2,1,F-10 Islamabad,February 25 2022,100000,F-10 ,1800 Sqft Apartment , Rent,1800,Sqft Apartment ,Sqft,Apartment 
865,300 Sqft flat For Rent,https://www.graana.com/property/islamabad-soan-garden-300-sqft-apartment-for-rent-652193,1,1,0,Soan Garden Islamabad,June 15 2022,16000,Soan Garden ,300 Sqft flat For Rent,,300,Sqft flat For Rent,Sqft,flat For Rent
866,10 Marla House For Rent,https://www.graana.com/property/islamabad-soan-garden-10-marla-house-for-rent-652209,5,5,0,Soan Garden Islamabad,June 15 2022,120000,Soan Garden ,10 Marla House For Rent,,10,Marla House For Rent,Marla,House For Rent
867,12 Marla Upper Portion For Rent,https://www.graana.com/property/islamabad-soan-garden-12-marla-upper-portion-for-rent-652185,3,4,1,Soan Garden Islamabad,June 15 2022,50000,Soan Garden ,12 Marla Upper Portion For Rent,,12,Marla Upper Portion For Rent,Marla,Upper Portion For Rent
868,10 Marla House For Rent,https://www.graana.com/property/islamabad-bahria-town-phase-2-10-marla-house-for-rent-652176,5,6,1,Bahria Town Phase 2 Islamabad,June 15 2022,150000,Bahria Town Phase 2 ,10 Marla House For Rent,,10,Marla House For Rent,Marla,House For Rent
869,1 Kanal House For Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-652130,4,4,1,DHA Phase 2 Islamabad,June 15 2022,250000,DHA Phase 2 ,1 Kanal House For Rent,,1,Kanal House For Rent,Kanal,House For Rent
870,1 Kanal House For Rent,https://www.graana.com/property/islamabad-dha-phase-2-1-kanal-house-for-rent-652122,5,5,2,DHA Phase 2 Islamabad,June 15 2022,220000,DHA Phase 2 ,1 Kanal House For Rent,,1,Kanal House For Rent,Kanal,House For Rent
871,1 Kanal Upper Portion For Rent,https://www.graana.com/property/islamabad-dha-phase-2-defence-residency-1-kanal-upper-portion-for-rent-652119,3,3,1,DHA Phase 2 Defence Residency Islamabad,June 15 2022,90000,DHA Phase 2 Defence Residency ,1 Kanal Upper Portion For Rent,,1,Kanal Upper Portion For Rent,Kanal,Upper Portion For Rent
